wavelength,h2o_absorption,hbo2_extinction,hhb_extinction,cco_extinction,dpf_dep_780
862,0.0460978,1.2152862,0.8007087,2.2208517,0.8938
863,0.0462359,1.2196726,0.8023156,2.2164219,0.8927
864,0.0459596,1.2241893,0.8041831,2.2121224,0.8915
865,0.0468346,1.2282717,0.806094,2.2063463,0.8903
866,0.0465352,1.2321803,0.8080049,2.2004399,0.8891
867,0.0470879,1.236393,0.8100026,2.1935346,0.8879
868,0.0470648,1.2403885,0.8120004,2.1866293,0.8868
869,0.0480089,1.2446011,0.814085,2.1767274,0.8856
870,0.0485385,1.2486835,0.8163868,2.1668689,0.8844
871,0.0487227,1.2525921,0.8186885,2.1523635,0.8822
872,0.0486076,1.2561968,0.8210771,2.137858,0.8801
873,0.0492293,1.2598014,0.8235092,2.1250463,0.8779
874,0.0497358,1.2637969,0.8258978,2.1122781,0.8758
875,0.0500121,1.2674884,0.8282864,2.1023762,0.8736
876,0.0500582,1.2706588,0.8308053,2.0924742,0.8715
877,0.0510483,1.2742634,0.8333677,2.0840489,0.8693
878,0.0514858,1.2777812,0.8358866,2.0757539,0.8672
879,0.0524529,1.2810819,0.8384924,2.0678932,0.865
880,0.052545,1.2842522,0.8409678,2.0600759,0.8629
881,0.0527292,1.287466,0.8435736,2.0524757,0.8607
882,0.0542259,1.2903758,0.8460925,2.0448756,0.8585
883,0.0544792,1.2934593,0.8486983,2.0353645,0.8564
884,0.0555614,1.2967599,0.8513909,2.0259838,0.8542
885,0.0557456,1.2996697,0.8539967,2.0159081,0.852
886,0.056114,1.3023623,0.8566024,2.0057891,0.8498
887,0.0561831,1.3054892,0.8591648,1.9954094,0.8476
888,0.0563443,1.3080516,0.8617705,1.9849864,0.8453
889,0.0576567,1.3104836,0.8642894,1.972001,0.8431
890,0.059683,1.3133499,0.8667649,1.9588853,0.8408
891,0.0593837,1.3161729,0.869197,1.9462039,0.8382
892,0.0592455,1.3185615,0.8715856,1.9335225,0.8356
893,0.0601435,1.3206461,0.8739742,1.9197988,0.833
894,0.0599133,1.323165,0.876276,1.9061185,0.8303
895,0.0608573,1.3258576,0.8784909,1.8911353,0.8277
896,0.060558,1.3279422,0.8804886,1.8761087,0.8251
897,0.0614099,1.3300703,0.8824864,1.8614296,0.8225
898,0.0630908,1.3319812,0.8843539,1.8467504,0.8199
899,0.0640349,1.3337618,0.886091,1.8338519,0.8172
900,0.0658079,1.3361504,0.8877848,1.820823,0.8146
901,0.0660612,1.3381482,0.8894785,1.8108343,
902,0.0669822,1.3399722,0.8907814,1.8007586,
903,0.06765,1.3416659,0.8920843,1.7928545,
904,0.0682026,1.3431425,0.8933872,1.7849503,
905,0.0691466,1.3448797,0.8941689,1.7779582,
906,0.0700446,1.3463563,0.8949941,1.7708357,
907,0.0707584,1.3474421,0.8956889,1.7644516,
908,0.0715183,1.3492661,0.8959929,1.7580675,
909,0.0726466,1.3503518,0.8962535,1.7518571,
910,0.0736827,1.3510467,0.8965575,1.7455598,
911,0.0745117,1.3524364,0.8961667,1.7357448,
912,0.0758472,1.3538696,0.8954718,1.72606,
913,0.0771827,1.3549554,0.8948638,1.7162449,
914,0.0787484,1.3558674,0.8939518,1.7063864,
915,0.0800379,1.3566491,0.892866,1.6965714,
916,0.081926,1.3574743,0.8917803,1.6868866,
917,0.0838601,1.3578651,0.8901734,1.6730761,
918,0.0859095,1.3583429,0.8882625,1.6592655,
919,0.0880048,1.3581691,0.886395,1.6451944,
920,0.0907449,1.3586469,0.8841801,1.6310798,
921,0.0936461,1.359472,0.8814875,1.6167915,
922,0.0965013,1.3598629,0.8787949,1.6025032,
923,0.0998861,1.3598629,0.8757983,1.5859132,
924,0.1035933,1.3598629,0.8723673,1.5692797,
925,0.1076228,1.3598629,0.868893,1.549085,
926,0.1117675,1.3600366,0.8652883,1.5288034,
927,0.1163266,1.3599497,0.8610757,1.5102156,
928,0.1212541,1.3595589,0.856863,1.491541,
929,0.1264119,1.3596457,0.8525635,1.4768184,
930,0.1321684,1.359168,0.8477863,1.4621392,
931,0.1376946,1.3589509,0.8429656,1.4476338,
932,0.1438655,1.3586469,0.8379712,1.4331284,
933,0.1503588,1.3580388,0.8321951,1.4157566,
934,0.1570363,1.357344,0.8262887,1.3984282,
935,0.163898,1.3565622,0.8205126,1.3796667,
936,0.17099,1.3553462,0.814085,1.3609486,
937,0.1784273,1.3545645,0.8077877,1.3423608,
938,0.1862101,1.3541736,0.8014036,1.323773,
939,0.1942,1.3529576,0.7942812,1.3049681,
940,0.2027196,1.3516547,0.7872022,1.2861631,
941,0.2113313,1.3507427,0.7799929,1.272092,
942,0.2212094,1.3498741,0.772523,1.2579774,
943,0.2312256,1.3483541,0.7649229,1.2467726,
944,0.2418405,1.3464432,0.7573227,1.2356981,
945,0.2533074,1.3449666,0.7491146,1.2254922,
946,0.2650736,1.3441414,0.7408195,1.2152862,
947,0.2778299,1.3424477,0.7325245,1.2010848,
948,0.2918987,1.3406671,0.7239255,1.1867965,
949,0.3070497,1.3390602,0.7152396,1.1695116,
950,0.3227073,1.3370624,0.7066406,1.1522267,
